496.727	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996325	0	0.124	0.011	0.31
511.971	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.99602	0	0.124	0.011	0.33
491.266	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.995774	0	0.124	0.011	0.35
575.196	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.995715	0	0.124	0.011	0.37
486.567	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.990163	0	0.124	0.011	0.39
436.502	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.988594	0	0.124	0.011	0.41
462.482	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.98603	0	0.124	0.011	0.43
456.43	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.987055	0	0.124	0.011	0.45
471.549	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.984383	0	0.124	0.011	0.47
497.849	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.984074	0	0.124	0.011	0.49
455.37	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996646	0	0.124	0.015	0.31
444.831	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996504	0	0.124	0.015	0.33
422.334	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996021	0	0.124	0.015	0.35
396.542	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.992619	0	0.124	0.015	0.37
426.912	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.988876	0	0.124	0.015	0.39
427.006	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.988585	0	0.124	0.015	0.41
408.555	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.990155	0	0.124	0.015	0.43
462.067	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.988061	0	0.124	0.015	0.45
451.898	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.988381	0	0.124	0.015	0.47
469.362	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.984767	0	0.124	0.015	0.49
408.886	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.9971	0	0.124	0.019	0.31
415.047	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996809	0	0.124	0.019	0.33
404.444	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996613	0	0.124	0.019	0.35
399.055	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996259	0	0.124	0.019	0.37
425.781	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.993051	0	0.124	0.019	0.39
440.436	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.993324	0	0.124	0.019	0.41
434.631	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.99011	0	0.124	0.019	0.43
424.73	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.991877	0	0.124	0.019	0.45
372.854	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.988175	0	0.124	0.019	0.47
432.478	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.988265	0	0.124	0.019	0.49
424.967	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.997178	0	0.124	0.023	0.31
432.302	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.99706	0	0.124	0.023	0.33
385.703	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996926	0	0.124	0.023	0.35
416.365	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996679	0	0.124	0.023	0.37
421.977	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.996349	0	0.124	0.023	0.39
416.907	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.99622	0	0.124	0.023	0.41
390.987	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.992149	0	0.124	0.023	0.43
431.501	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.995895	0	0.124	0.023	0.45
467.973	 476	3.16356e-317	2.96439e-323	2.11517e-317	0.995912	0	0.124	0.023	0.47
