1733.37	338	0.124	0.011	0.31
1689.18	338	0.124	0.011	0.33
1594.21	338	0.124	0.011	0.35
1615.96	338	0.124	0.011	0.37
1493.2	338	0.124	0.011	0.39
1503.69	338	0.124	0.011	0.41
1490.36	338	0.124	0.011	0.43
1412.75	338	0.124	0.011	0.45
1413.35	338	0.124	0.011	0.47
1388.3	338	0.124	0.011	0.49
1233.05	338	0.124	0.015	0.31
1312.57	338	0.124	0.015	0.33
1283.52	338	0.124	0.015	0.35
1245.57	338	0.124	0.015	0.37
1259.39	338	0.124	0.015	0.39
1247.02	338	0.124	0.015	0.41
1115.1	338	0.124	0.015	0.43
1124.93	338	0.124	0.015	0.45
1102.95	338	0.124	0.015	0.47
1135.75	338	0.124	0.015	0.49
1128.52	338	0.124	0.019	0.31
1030.15	338	0.124	0.019	0.33
1098.81	338	0.124	0.019	0.35
1084.14	338	0.124	0.019	0.37
1052.31	338	0.124	0.019	0.39
1037.64	338	0.124	0.019	0.41
974.531	338	0.124	0.019	0.43
923.58	338	0.124	0.019	0.45
963.264	338	0.124	0.019	0.47
929.743	338	0.124	0.019	0.49
997.555	338	0.124	0.023	0.31
952.834	338	0.124	0.023	0.33
849.751	338	0.124	0.023	0.35
909.096	338	0.124	0.023	0.37
913.021	338	0.124	0.023	0.39
875.623	338	0.124	0.023	0.41
803.213	338	0.124	0.023	0.43
802.91	338	0.124	0.023	0.45
790.688	338	0.124	0.023	0.47
802.044	338	0.124	0.023	0.49
792.829	338	0.124	0.027	0.31
828.747	338	0.124	0.027	0.33
748.114	338	0.124	0.027	0.35
734.63	338	0.124	0.027	0.37
743.219	338	0.124	0.027	0.39
734.258	338	0.124	0.027	0.41
738.705	338	0.124	0.027	0.43
755.139	338	0.124	0.027	0.45
712.557	338	0.124	0.027	0.47
722.188	338	0.124	0.027	0.49
713.706	338	0.124	0.031	0.31
745.478	338	0.124	0.031	0.33
685.375	338	0.124	0.031	0.35
705.07	338	0.124	0.031	0.37
643.437	338	0.124	0.031	0.39
640.32	338	0.124	0.031	0.41
655.976	338	0.124	0.031	0.43
644.663	338	0.124	0.031	0.45
657.277	338	0.124	0.031	0.47
706.225	338	0.124	0.031	0.49
691.394	338	0.124	0.035	0.31
643.283	338	0.124	0.035	0.33
608.909	338	0.124	0.035	0.35
610.677	338	0.124	0.035	0.37
630.011	338	0.124	0.035	0.39
617.691	338	0.124	0.035	0.41
681.962	338	0.124	0.035	0.43
636.743	338	0.124	0.035	0.45
664.035	338	0.124	0.035	0.47
668.001	338	0.124	0.035	0.49
642.313	338	0.124	0.039	0.31
659.352	338	0.124	0.039	0.33
676.278	338	0.124	0.039	0.35
606.868	338	0.124	0.039	0.37
629.712	338	0.124	0.039	0.39
626.445	338	0.124	0.039	0.41
659.205	338	0.124	0.039	0.43
638.703	338	0.124	0.039	0.45
622.253	338	0.124	0.039	0.47
638.433	338	0.124	0.039	0.49
717.351	338	0.124	0.043	0.31
647.638	338	0.124	0.043	0.33
652.172	338	0.124	0.043	0.35
711.108	338	0.124	0.043	0.37
553.44	338	0.124	0.043	0.39
658.713	338	0.124	0.043	0.41
658.615	338	0.124	0.043	0.43
703.947	338	0.124	0.043	0.45
