790.831	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.993346	0	0.124	0.011	0.31
732.159	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.993175	0	0.124	0.011	0.33
717.951	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.991126	0	0.124	0.011	0.35
785.629	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.989601	0	0.124	0.011	0.37
688.519	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.99025	0	0.124	0.011	0.39
670.766	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.989053	0	0.124	0.011	0.41
643.883	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.986922	0	0.124	0.011	0.43
611.781	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.985997	0	0.124	0.011	0.45
609.14	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.985526	0	0.124	0.011	0.47
655.106	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.984581	0	0.124	0.011	0.49
729.025	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.996764	0	0.124	0.015	0.31
686.632	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.996528	0	0.124	0.015	0.33
675.236	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.993641	0	0.124	0.015	0.35
599.436	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.99298	0	0.124	0.015	0.37
628.449	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.990118	0	0.124	0.015	0.39
585.252	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.989388	0	0.124	0.015	0.41
556.078	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.989411	0	0.124	0.015	0.43
593.065	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.988673	0	0.124	0.015	0.45
614.381	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.987928	0	0.124	0.015	0.47
610.152	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.985348	0	0.124	0.015	0.49
630.704	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.997193	0	0.124	0.019	0.31
677.83	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.996818	0	0.124	0.019	0.33
602.15	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.996584	0	0.124	0.019	0.35
628.42	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.996201	0	0.124	0.019	0.37
599.871	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.993164	0	0.124	0.019	0.39
603.919	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.992626	0	0.124	0.019	0.41
559.793	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.99026	0	0.124	0.019	0.43
601.893	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.990067	0	0.124	0.019	0.45
546.447	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.988679	0	0.124	0.019	0.47
580.962	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.98855	0	0.124	0.019	0.49
658.921	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.997532	0	0.124	0.023	0.31
635.228	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.997264	0	0.124	0.023	0.33
558.839	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.997121	0	0.124	0.023	0.35
589.781	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.996681	0	0.124	0.023	0.37
573.785	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.996522	0	0.124	0.023	0.39
553.757	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.993452	0	0.124	0.023	0.41
542.313	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.992675	0	0.124	0.023	0.43
559.033	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.992346	0	0.124	0.023	0.45
572.236	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.989859	0	0.124	0.023	0.47
603.858	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.988774	0	0.124	0.023	0.49
594.278	 601	3.16356e-317	2.96439e-323	2.11517e-317	1.0027	0	0.124	0.027	0.31
595.724	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.997461	0	0.124	0.027	0.33
568.726	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.997355	0	0.124	0.027	0.35
554.897	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.997175	0	0.124	0.027	0.37
549.532	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.99677	0	0.124	0.027	0.39
548.773	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.996611	0	0.124	0.027	0.41
555.968	 601	3.16356e-317	2.96439e-323	2.11517e-317	0.996514	0	0.124	0.027	0.43
